stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,location_type,parent_station,wheelchair_boarding
222383,,с. Якимчиці,49.642436,23.736364,222383,0,,0
222384,,с. Кліцько,49.629366,23.721768,222384,0,,0
222385,,с. Кліцько,49.629453,23.721950,222385,0,,0
222386,,вул. Львівська,49.838171,24.120333,222386,0,,0
222387,,вул. Львівська,49.837865,24.120360,222387,0,,0
222388,,на вимогу,49.811920,23.893338,222388,0,,0
222389,,на вимогу,49.811362,23.893102,222389,0,,0
222390,,Обласний госпіталь та реабілітарій,49.826384,24.135783,222390,0,,0
222391,,Автостанція №6,49.836016,24.069830,222391,0,,0
222392,,Музей Івана Франка,49.822148,24.032502,222392,0,,0
222393,,Обласний госпіталь та реабілітарій,49.826586,24.135472,222393,0,,0
222394,,вул. Скрипника,49.786686,24.051733,222394,0,,0
222395,,на вимогу,49.783550,24.052087,222395,0,,0
222396,,на вимогу,49.783841,24.052264,222396,0,,0
222397,,пл. Івана Підкови,49.841309,24.027896,222397,0,,0
222398,,вул. Окружна,49.827296,23.982545,222398,0,,0
222399,,Театр ім. Лесі Українки,49.842307,24.015437,222399,0,222399_station,0
222400,,Церква Анни,49.842836,24.017170,222400,0,222400_station,0
222401,,Нижній Шувар,49.797936,24.039084,222401,0,,0
222402,,вул. Чукаріна,49.798075,24.043552,222402,0,,0
222403,,вул. Чукаріна,49.797957,24.043662,222403,0,,0
222404,,на вимогу,49.808513,24.044467,222404,0,,0
222405,,на вимогу,49.808159,24.041460,222405,0,,0
222408,,Стрийський парк,49.825989,24.033355,222408,0,,0
222409,,Стрийський парк,49.826766,24.033751,222409,0,,0
222410,,вул. Наукова - Кульпарківська,49.804833,23.981030,222410,0,,0
222411,,вул. Енергетична,49.815641,24.030554,222411,0,,0
222412,,вул. Енергетична,49.815606,24.030082,222412,0,,0
222413,,вул. Наукова - Кульпарківська,49.804661,23.981278,222413,0,,0
222414,,Протезний завод,49.836605,23.968531,222414,0,,0
222415,,с. Бірки (вул. Богдана Хмельницького),49.915164,23.922772,222415,0,,0
222416,,с. Бірки (вул. Богдана Хмельницького),49.915382,23.922697,222416,0,,0
222417,,с. Малий Любінь,49.715160,23.748724,222417,0,,0
222418,,с. Малий Любінь,49.715242,23.748866,222418,0,,0
222419,,с. Великі Грибовичі,49.910260,24.069538,222419,0,,0
222420,,с. Бірки,49.917325,23.913487,222420,0,,0
222421,,с. Великі Грибовичі (на вимогу),49.911331,24.055048,222421,0,,0
222422,,с. Великі Грибовичі (на вимогу),49.911457,24.055177,222422,0,,0
222423,,на вимогу,49.828010,24.071200,222423,0,,0
222424,,на вимогу,49.706318,23.998920,222424,0,,0
222425,,на вимогу,49.705922,23.998851,222425,0,,0
222426,,с. Раковець,49.656091,24.001758,222426,0,,0
222427,,с. Раковець,49.655551,24.001063,222427,0,,0
222428,,вул. Вахнянина,49.828889,24.056341,222428,0,,0
222429,,вул. Левицького,49.830438,24.049198,222429,0,,0
222430,,вул. Левицького,49.830286,24.049233,222430,0,,0
222431,,на вимогу,49.832443,24.043472,222431,0,,0
222432,,на вимогу,49.835156,24.038392,222432,0,,0
222433,,пл. Святого Юра,49.836989,24.012809,222433,0,,0
222434,,ДОК,49.908720,23.931098,222434,0,,0
222435,,ДОК,49.908442,23.931085,222435,0,,0
